pc_time,esp_timestamp,mac_address,rssi,csi_len,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63,subcarrier_64,subcarrier_65,subcarrier_66,subcarrier_67,subcarrier_68,subcarrier_69,subcarrier_70,subcarrier_71,subcarrier_72,subcarrier_73,subcarrier_74,subcarrier_75,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127
1774853514.8634465,3077732,A4:F0:0F:5B:78:25,-55,256,42.01190307520001,17.0,27.784887978899608,26.92582403567252,26.92582403567252,26.627053911388696,25.80697580112788,26.40075756488817,25.612496949731394,25.495097567963924,25.495097567963924,25.45584412271571,26.1725046566048,26.90724809414742,26.90724809414742,27.65863337187866,27.65863337187866,28.319604517012593,27.586228448267445,28.284271247461902,27.586228448267445,27.018512172212592,26.40075756488817,25.80697580112788,25.238858928247925,25.553864678361276,25.059928172283335,6.324555320336759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.123105625617661,16.55294535724685,17.46424919657298,18.027756377319946,18.027756377319946,18.973665961010276,19.6468827043885,20.615528128088304,21.587033144922902,21.37755832643195,22.360679774997898,22.360679774997898,23.345235059857504,22.360679774997898,22.561028345356956,23.53720459187964,23.53720459187964,23.769728648009426,24.041630560342615,24.351591323771842,24.698178070456937,24.698178070456937,25.079872407968907,26.0,26.40075756488817,26.832815729997478,27.730849247724095,19.72308292331602,53.0,52.15361924162119,51.86520991955976,50.80354318352215,50.80354318352215,50.60632371551998,49.040799340956916,49.57822102496216,48.79549159502341,49.51767361255979,50.32891812864648,50.44799302251776,50.60632371551998,52.009614495783374,52.009614495783374,53.41348144429457,54.67174773134658,54.56189146281496,54.45181356024793,53.075418038862395,51.73973328110612,50.44799302251776,49.8196748283246,48.60041152089147,47.70744176750625,47.41307836451879,47.53945729601885,47.43416490252569,17.46424919657298,6.0,1.4142135623730951,2.23606797749979,1.0,2.8284271247461903,10.63014581273465,30.4138126514911,31.240998703626616,31.622776601683793,32.7566787083184,33.54101966249684,35.34119409414458,35.84689665786984,37.69615364994153,39.21734310225516,39.84971769034255,40.80441152620633,41.7612260356422,42.720018726587654,43.68065933568311,43.965895873961216,43.965895873961216,44.27188724235731,44.598206241955516,44.94441010848846,45.31004303683677,46.61544808322666,47.01063709417264,48.33218389437829,48.30113870293329,48.76474136094644,49.73932046178355,51.10772935672255,51.62363799656123
1774853514.8734145,3087896,A4:F0:0F:5B:78:25,-55,256,42.01190307520001,17.0,17.029386365926403,16.278820596099706,16.278820596099706,15.556349186104045,15.556349186104045,14.866068747318506,15.620499351813308,15.620499351813308,15.620499351813308,16.401219466856727,16.401219466856727,15.811388300841896,15.811388300841896,15.811388300841896,15.811388300841896,16.401219466856727,16.401219466856727,16.401219466856727,16.278820596099706,16.278820596099706,15.556349186104045,15.620499351813308,15.0,14.422205101855956,15.264337522473747,4.47213595499958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8284271247461903,9.899494936611665,10.63014581273465,10.63014581273465,11.40175425099138,11.40175425099138,12.206555615733702,12.206555615733702,13.038404810405298,12.529964086141668,13.416407864998739,13.416407864998739,13.416407864998739,14.317821063276353,13.416407864998739,13.416407864998739,13.892443989449804,13.892443989449804,13.892443989449804,14.422205101855956,14.422205101855956,15.0,15.811388300841896,15.811388300841896,15.811388300841896,15.811388300841896,16.401219466856727,22.847319317591726,61.326992425847855,60.83584469702052,60.37383539249432,59.481089431852205,59.0592922409336,58.180752831155424,57.8013840664737,57.4543296888929,57.14017850864661,57.688820407423826,58.249463516842795,58.008620049092706,58.412327466040935,58.89821729050889,59.54829972383762,60.959002616512684,62.48199740725323,62.00806399170998,61.61168720299745,61.29437168288782,60.53924347066124,59.0592922409336,57.271284253105414,56.08029957123981,55.02726596879042,53.85164807134504,53.9351462406472,53.33854141237835,19.1049731745428,6.0,1.0,1.4142135623730951,1.0,4.242640687119285,13.601470508735444,35.510561809129406,35.84689665786984,36.6742416417845,38.07886552931954,39.56008088970496,41.43669871020132,43.01162633521314,44.64302857109943,46.09772228646444,47.853944456021594,48.662100242385755,49.49747468305833,50.35871324805669,50.35871324805669,51.35172830587107,51.478150704935004,51.62363799656123,51.78802950489621,52.172789842982326,53.36665625650534,53.600373133029585,55.08175741568164,55.362442142665635,56.61271941887264,57.56735185849702,58.82176467941097,60.08327554319921,60.40695324215582
1774853514.8849962,3101029,A4:F0:0F:5B:78:25,-55,256,126.25371281669304,4.0,29.017236257093817,29.017236257093817,29.017236257093817,29.0,28.0,28.0178514522438,28.071337695236398,27.073972741361768,27.16615541441225,28.442925306655784,28.635642126552707,28.635642126552707,28.635642126552707,29.832867780352597,29.614185789921695,30.4138126514911,30.265491900843113,30.14962686336267,30.066592756745816,29.017236257093817,28.0178514522438,28.071337695236398,28.071337695236398,27.294688127912362,26.476404589747453,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,18.027756377319946,19.026297590440446,19.1049731745428,20.223748416156685,20.396078054371138,21.587033144922902,22.80350850198276,22.80350850198276,23.08679276123039,24.041630560342615,24.041630560342615,24.041630560342615,24.041630560342615,24.041630560342615,24.73863375370596,24.73863375370596,25.709920264364882,25.495097567963924,26.476404589747453,26.476404589747453,27.294688127912362,27.294688127912362,28.160255680657446,28.160255680657446,29.154759474226502,20.223748416156685,55.731499172371095,54.74486277268398,54.91812087098393,53.9351462406472,54.12947441089743,53.36665625650534,52.630789467763066,51.92301994298868,51.54609587543949,51.62363799656123,52.392747589718944,53.665631459994955,55.00909015790027,55.90169943749474,56.79788728465171,57.271284253105414,57.77542730261716,57.9396237474839,58.18934610390462,56.61271941887264,55.78530272392541,54.3415126767741,53.150729063673246,51.78802950489621,51.35172830587107,50.039984012787215,50.08991914547278,49.49747468305833,18.24828759089466,6.082762530298219,1.0,1.0,0.0,3.605551275463989,12.083045973594572,32.69556544854363,32.89376840679705,33.95585369269929,34.52535300326414,36.124783736376884,37.05401462729781,39.01281840626232,40.0,41.012193308819754,42.1070065428546,43.104524124504614,43.104524124504614,44.10215414239989,45.09988913511872,46.09772228646444,47.095647357266465,47.16990566028302,47.095647357266465,48.041648597857254,48.010415536631214,49.01020301937138,50.0,51.0098029794274,51.088159097779204,52.23983154643591,53.46026561849464,54.589376255824725,55.731499172371095
1774853514.9086199,3112434,A4:F0:0F:5B:78:25,-56,256,42.01190307520001,17.0,16.64331697709324,16.1245154965971,16.1245154965971,16.1245154965971,15.652475842498529,15.652475842498529,16.55294535724685,16.15549442140351,15.811388300841896,15.811388300841896,16.492422502470642,16.492422502470642,17.46424919657298,17.46424919657298,16.76305461424021,16.76305461424021,17.08800749063506,17.08800749063506,17.46424919657298,16.55294535724685,16.1245154965971,16.1245154965971,15.264337522473747,15.811388300841896,15.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1622776601683795,10.295630140987,10.295630140987,10.816653826391969,10.816653826391969,11.40175425099138,12.041594578792296,12.041594578792296,12.727922061357855,12.727922061357855,12.727922061357855,14.142135623730951,14.142135623730951,14.142135623730951,14.142135623730951,14.142135623730951,14.142135623730951,14.142135623730951,14.866068747318506,14.866068747318506,15.0,15.0,15.0,15.811388300841896,15.811388300841896,16.64331697709324,16.64331697709324,12.206555615733702,33.015148038438355,32.202484376209235,31.622776601683793,31.064449134018133,30.528675044947494,30.01666203960727,30.4138126514911,29.966648127543394,29.546573405388315,30.083217912982647,30.675723300355934,30.675723300355934,31.622776601683793,32.57299494980466,32.57299494980466,32.89376840679705,32.89376840679705,32.89376840679705,33.24154027718932,32.69556544854363,32.202484376209235,30.4138126514911,30.01666203960727,29.68164415931166,29.410882339705484,29.068883707497267,29.0,27.80287754891569,10.0,2.8284271247461903,1.0,1.4142135623730951,1.0,2.0,7.280109889280518,19.313207915827967,19.235384061671343,19.72308292331602,20.0,21.2602916254693,21.2602916254693,21.93171219946131,22.627416997969522,24.041630560342615,24.758836806279895,24.758836806279895,25.495097567963924,25.495097567963924,26.248809496813376,26.90724809414742,27.65863337187866,27.65863337187866,27.65863337187866,26.90724809414742,27.586228448267445,28.284271247461902,29.068883707497267,29.068883707497267,29.832867780352597,29.206163733020468,30.0,30.0,31.400636936215164
1774853514.9182746,3137655,A4:F0:0F:5B:78:25,-54,256,42.01190307520001,17.0,28.231188426986208,27.730849247724095,27.730849247724095,27.294688127912362,27.784887978899608,26.92582403567252,26.627053911388696,27.202941017470888,27.018512172212592,27.65863337187866,27.65863337187866,27.65863337187866,28.319604517012593,29.0,29.732137494637012,29.068883707497267,29.832867780352597,29.206163733020468,29.206163733020468,28.844410203711913,28.30194339616981,27.294688127912362,26.832815729997478,26.40075756488817,26.92582403567252,7.615773105863909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47213595499958,17.08800749063506,18.027756377319946,17.72004514666935,18.681541692269406,19.6468827043885,20.396078054371138,20.396078054371138,21.213203435596427,22.20360331117452,23.194827009486403,23.194827009486403,23.194827009486403,24.186773244895647,23.194827009486403,23.194827009486403,24.331050121192877,24.331050121192877,24.515301344262525,24.73863375370596,25.96150997149434,26.248809496813376,26.248809496813376,27.51363298439521,27.51363298439521,27.85677655436824,27.85677655436824,19.235384061671343,53.71219600798314,53.33854141237835,53.85164807134504,53.0,53.0,52.15361924162119,51.86520991955976,50.80354318352215,50.44799302251776,50.99019513592785,50.93132631298737,51.62363799656123,51.62363799656123,53.075418038862395,54.48853090330111,55.226805085936306,55.86591089385369,56.586217403180434,55.97320787662612,54.817880294662984,53.600373133029585,52.43090691567332,51.31276644267,50.24937810560445,49.64876634922564,47.92702786528704,47.75981574503821,47.53945729601885,17.46424919657298,6.082762530298219,1.0,1.4142135623730951,0.0,4.242640687119285,11.40175425099138,30.805843601498726,31.906112267087632,32.64965543462902,33.1058907144937,34.92849839314596,35.4682957019364,37.0,38.600518131237564,40.024992192379,40.792156108742276,41.773197148410844,42.579337712087536,43.56604182158393,43.73785545725808,43.73785545725808,43.93176527297759,44.14748010928823,44.384682042344295,45.60701700396552,46.84015371452148,48.08326112068523,48.38388161361178,49.64876634922564,50.32891812864648,50.695167422546305,51.478150704935004,51.478150704935004,52.80151512977634
1774853514.9420412,3162610,A4:F0:0F:5B:78:25,-54,256,42.01190307520001,17.0,26.92582403567252,26.419689627245813,26.419689627245813,25.942243542145693,25.495097567963924,25.079872407968907,24.698178070456937,25.298221281347036,25.0,25.96150997149434,25.709920264364882,25.709920264364882,26.68332812825267,27.65863337187866,27.892651361962706,27.892651361962706,28.160255680657446,28.460498941515414,27.51363298439521,26.92582403567252,26.40075756488817,25.942243542145693,25.059928172283335,25.238858928247925,24.413111231467404,5.830951894845301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.605551275463989,15.264337522473747,15.811388300841896,16.401219466856727,17.804493814764857,18.439088914585774,19.1049731745428,19.79898987322333,19.79898987322333,20.518284528683193,20.518284528683193,21.2602916254693,21.93171219946131,21.93171219946131,21.93171219946131,21.93171219946131,21.93171219946131,22.627416997969522,23.345235059857504,23.345235059857504,24.08318915758459,24.20743687382041,25.0,25.80697580112788,25.80697580112788,26.627053911388696,26.627053911388696,18.35755975068582,51.97114584074513,51.478150704935004,51.884487084291386,51.42956348249516,50.566787519082126,50.15974481593781,49.040799340956916,49.33558553417604,49.040799340956916,49.72926703662542,50.44799302251776,50.44799302251776,50.44799302251776,51.19570294468082,52.172789842982326,53.150729063673246,54.3415126767741,54.57105459856901,53.85164807134504,53.16013544000805,51.86520991955976,51.62363799656123,50.08991914547278,49.24428900898052,47.70744176750625,47.01063709417264,46.69047011971501,46.69047011971501,16.278820596099706,4.47213595499958,2.23606797749979,2.23606797749979,1.4142135623730951,3.0,10.44030650891055,29.732137494637012,29.546573405388315,30.886890422961002,31.064449134018133,32.202484376209235,33.60059523282288,34.828149534535996,36.235341863986875,37.53664875824692,39.6232255123179,40.311288741492746,41.72529209005013,41.773197148410844,42.44997055358225,43.18564576337837,43.139309220245984,43.840620433565945,43.86342439892262,44.598206241955516,44.68780594300866,46.22769732530488,46.400431032480725,47.43416490252569,48.25971404805462,49.64876634922564,50.47771785649585,51.31276644267,51.31276644267
1774853514.972689,3192094,A4:F0:0F:5B:78:25,-55,256,42.01190307520001,17.0,26.40075756488817,26.0,26.0,25.632011235952593,25.632011235952593,25.298221281347036,25.0,25.0,24.73863375370596,24.515301344262525,25.495097567963924,25.317977802344327,26.30589287593181,26.1725046566048,26.30589287593181,27.459060435491963,27.459060435491963,26.68332812825267,26.92582403567252,26.248809496813376,25.632011235952593,25.079872407968907,25.495097567963924,25.059928172283335,24.698178070456937,6.4031242374328485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.605551275463989,15.652475842498529,16.1245154965971,16.1245154965971,16.64331697709324,18.027756377319946,18.601075237738275,20.0,20.0,20.615528128088304,21.2602916254693,21.2602916254693,21.93171219946131,21.2602916254693,21.2602916254693,22.02271554554524,22.02271554554524,22.80350850198276,22.20360331117452,23.021728866442675,23.853720883753127,24.698178070456937,24.186773244895647,25.553864678361276,25.059928172283335,25.942243542145693,25.942243542145693,18.027756377319946,50.59644256269407,50.28916384272063,50.0,49.47726750741192,49.24428900898052,47.853944456021594,47.67598976424087,47.51841748206689,48.373546489791295,49.36598018878993,49.25444142409901,49.09175083453431,49.040799340956916,50.0,51.0,52.0,52.0,52.03844732503075,52.08646657242167,52.23983154643591,51.478150704935004,50.80354318352215,49.47726750741192,48.08326112068523,47.16990566028302,46.51881339845203,46.14108798023731,45.48626166217664,16.401219466856727,5.0,2.0,2.0,1.0,3.1622776601683795,10.198039027185569,28.635642126552707,29.120439557122072,29.732137494637012,31.38470965295043,31.78049716414141,33.1058907144937,34.88552708502482,35.35533905932738,36.71511950137164,38.58756276314948,39.96248240537617,41.048751503547585,40.80441152620633,41.400483088968905,41.400483088968905,41.617304093369626,41.88078318274385,43.04648650006177,43.41658669218482,44.294469180700204,43.829214001622255,44.28317965096906,46.09772228646444,47.92702786528704,48.84669896727925,49.24428900898052,49.24428900898052,49.24428900898052
1774853515.0005023,3221580,A4:F0:0F:5B:78:25,-54,256,42.01190307520001,17.0,26.627053911388696,26.627053911388696,26.40075756488817,26.40075756488817,26.248809496813376,25.495097567963924,26.1725046566048,25.45584412271571,26.1725046566048,26.248809496813376,26.248809496813376,27.018512172212592,27.018512172212592,27.80287754891569,27.80287754891569,28.42534080710379,28.319604517012593,28.319604517012593,28.284271247461902,27.586228448267445,26.248809496813376,25.612496949731394,25.80697580112788,25.553864678361276,25.059928172283335,5.830951894845301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.605551275463989,15.811388300841896,16.1245154965971,17.0,17.0,17.88854381999832,18.384776310850235,19.313207915827967,20.248456731316587,20.248456731316587,21.18962010041709,21.840329667841555,21.840329667841555,21.840329667841555,22.135943621178654,22.135943621178654,22.135943621178654,22.47220505424423,22.847319317591726,24.166091947189145,24.596747752497688,24.596747752497688,25.059928172283335,25.059928172283335,26.419689627245813,26.92582403567252,26.92582403567252,17.69180601295413,51.66236541235796,50.93132631298737,51.62363799656123,51.62363799656123,50.93132631298737,50.32891812864648,50.44799302251776,49.20365840057018,50.0,50.80354318352215,50.80354318352215,51.61395160225576,51.86520991955976,51.62363799656123,52.478567053607705,54.20332093147061,54.70831746635972,55.226805085936306,54.91812087098393,54.644304369257,53.600373133029585,51.73973328110612,50.20956084253277,48.83646178829912,47.80167361086848,47.70744176750625,47.41307836451879,48.33218389437829,17.08800749063506,5.0990195135927845,2.23606797749979,2.8284271247461903,1.4142135623730951,2.23606797749979,10.0,29.832867780352597,30.4138126514911,31.144823004794873,31.240998703626616,32.202484376209235,33.83784863137726,36.05551275463989,36.89173349139343,38.58756276314948,40.311288741492746,40.70626487409524,40.718546143004666,41.23105625617661,41.78516483155236,42.15447781671598,41.6293165929973,42.485291572496,42.941821107167776,44.77722635447622,45.79301256742124,46.32493928760188,46.61544808322666,47.80167361086848,48.41487374764082,49.20365840057018,50.0,50.80354318352215,51.40038910358559
1774853515.0170896,3237410,A4:F0:0F:5B:78:25,-54,256,42.01190307520001,17.0,28.635642126552707,27.730849247724095,27.313000567495326,27.313000567495326,27.313000567495326,27.313000567495326,26.92582403567252,26.248809496813376,26.68332812825267,27.459060435491963,27.294688127912362,27.294688127912362,28.442925306655784,28.442925306655784,29.614185789921695,29.614185789921695,29.120439557122072,29.732137494637012,29.154759474226502,28.635642126552707,28.178005607210743,27.730849247724095,27.730849247724095,26.419689627245813,26.076809620810597,7.211102550927978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.385164807134504,17.08800749063506,17.46424919657298,17.88854381999832,19.235384061671343,19.72308292331602,20.248456731316587,20.808652046684813,21.400934559032695,22.02271554554524,22.20360331117452,23.021728866442675,23.021728866442675,23.021728866442675,23.021728866442675,23.600847442411894,23.600847442411894,24.413111231467404,24.413111231467404,25.238858928247925,25.238858928247925,26.076809620810597,26.076809620810597,27.294688127912362,27.730849247724095,28.231188426986208,28.635642126552707,20.09975124224178,54.230987451824994,54.230987451824994,54.230987451824994,53.150729063673246,53.03772242470448,53.009433122794285,52.009614495783374,51.03920062069938,50.15974481593781,50.24937810560445,51.35172830587107,51.478150704935004,52.61178575186362,53.75872022286245,54.74486277268398,55.90169943749474,56.71860364994893,56.43580423808985,56.32051136131489,55.14526271584895,55.00909015790027,53.03772242470448,52.15361924162119,51.478150704935004,50.00999900019995,49.040799340956916,48.46648326421054,48.75448697299562,18.35755975068582,5.830951894845301,1.0,1.4142135623730951,1.0,4.123105625617661,11.180339887498949,31.25699921617557,31.064449134018133,32.0,33.13608305156178,34.36568055487916,35.510561809129406,36.6742416417845,38.07886552931954,39.293765408777,40.80441152620633,41.10960958218893,41.43669871020132,42.37924020083418,43.657759905886145,44.598206241955516,45.5411901469428,45.5411901469428,45.221676218380054,46.17358552246078,46.57252408878007,48.27007354458868,49.03060268852505,49.8196748283246,49.64876634922564,50.635955604688654,51.478150704935004,52.46903848937962,53.33854141237835
1774853515.0477543,3269059,A4:F0:0F:5B:78:25,-54,256,42.01190307520001,17.0,27.730849247724095,27.294688127912362,27.294688127912362,27.784887978899608,26.92582403567252,26.92582403567252,26.627053911388696,27.202941017470888,27.018512172212592,27.65863337187866,26.90724809414742,27.586228448267445,27.586228448267445,29.0,29.0,29.068883707497267,29.832867780352597,29.206163733020468,28.600699292150182,28.0178514522438,27.784887978899608,27.294688127912362,26.832815729997478,26.0,25.632011235952593,6.708203932499369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.605551275463989,16.55294535724685,16.55294535724685,17.08800749063506,18.027756377319946,18.973665961010276,19.6468827043885,20.615528128088304,21.37755832643195,21.37755832643195,22.360679774997898,22.360679774997898,23.345235059857504,22.360679774997898,22.360679774997898,22.360679774997898,23.53720459187964,23.53720459187964,23.769728648009426,24.041630560342615,25.0,25.298221281347036,25.632011235952593,26.92582403567252,26.92582403567252,27.313000567495326,27.313000567495326,19.4164878389476,53.25410782277739,53.823786563191554,53.600373133029585,52.80151512977634,51.85556864985669,51.088159097779204,50.99019513592785,50.93132631298737,52.32590180780452,52.3450093132096,53.075418038862395,52.40229002629561,52.49761899362675,53.41348144429457,54.20332093147061,56.4003546088143,57.0087712549569,57.48912940721924,57.38466694161429,55.90169943749474,54.45181356024793,53.075418038862395,51.85556864985669,50.80354318352215,49.39635614091387,48.76474136094644,47.92702786528704,47.75981574503821,17.08800749063506,5.385164807134504,2.0,2.23606797749979,1.0,3.605551275463989,11.313708498984761,31.89043743820395,31.400636936215164,31.906112267087632,33.12099032335839,34.0,35.34119409414458,36.24913792078372,38.07886552931954,38.62641583165593,40.162171256046406,41.10960958218893,42.720018726587654,43.174066289845804,43.174066289845804,44.14748010928823,43.41658669218482,43.965895873961216,44.27188724235731,45.880278987817846,46.61544808322666,47.01063709417264,47.853944456021594,49.193495504995376,50.11985634456667,51.0,52.354560450833695,52.354560450833695,52.839379254491625
